filename,tom,jerry
frame0.jpg,0,0
frame1.jpg,0,0
frame2.jpg,0,0
frame3.jpg,0,0
frame4.jpg,0,0
frame5.jpg,0,0
frame6.jpg,0,0
frame7.jpg,0,0
frame8.jpg,0,0
frame9.jpg,0,0
frame10.jpg,0,0
frame11.jpg,0,0
frame12.jpg,0,1
frame13.jpg,0,0
frame14.jpg,1,0
frame15.jpg,1,0
frame16.jpg,0,0
frame17.jpg,0,1
frame18.jpg,1,1
frame19.jpg,0,1
frame20.jpg,0,0
frame21.jpg,0,0
frame22.jpg,0,0
frame23.jpg,0,0
frame24.jpg,0,0
frame25.jpg,0,0
frame26.jpg,0,0
frame27.jpg,0,0
frame28.jpg,0,0
frame29.jpg,0,1
frame30.jpg,0,1
frame31.jpg,1,0
frame32.jpg,0,0
frame33.jpg,1,0
frame34.jpg,1,0
frame35.jpg,1,0
frame36.jpg,1,0
frame37.jpg,0,0
frame38.jpg,0,0
frame39.jpg,0,0
frame40.jpg,0,0
frame41.jpg,0,0
frame42.jpg,1,0
frame43.jpg,1,0
frame44.jpg,0,0
frame45.jpg,0,0
frame46.jpg,1,0
frame47.jpg,0,0
frame48.jpg,1,0
frame49.jpg,1,0
frame50.jpg,1,0
frame51.jpg,0,0
frame52.jpg,0,0
frame53.jpg,0,0
frame54.jpg,1,0
frame55.jpg,1,0
frame56.jpg,1,0
frame57.jpg,0,0
frame58.jpg,0,0
frame59.jpg,0,0
frame60.jpg,0,0
frame61.jpg,0,0
frame62.jpg,0,0
frame63.jpg,0,0
frame64.jpg,0,0
frame65.jpg,0,0
frame66.jpg,0,0
frame67.jpg,0,0
frame68.jpg,0,0
frame69.jpg,0,0
frame70.jpg,0,0
frame71.jpg,0,0
frame72.jpg,0,0
frame73.jpg,0,0
frame74.jpg,0,0
frame75.jpg,0,0
frame76.jpg,0,0
frame77.jpg,0,0
frame78.jpg,0,0
frame79.jpg,0,0
frame80.jpg,0,0
frame81.jpg,0,0
frame82.jpg,0,0
frame83.jpg,0,0
frame84.jpg,0,0
frame85.jpg,0,0
frame86.jpg,0,0
frame87.jpg,0,0
frame88.jpg,0,0
frame89.jpg,0,0
frame90.jpg,0,0
frame91.jpg,0,0
frame92.jpg,0,0
frame93.jpg,0,0
frame94.jpg,0,0
frame95.jpg,0,0
frame96.jpg,0,0
frame97.jpg,0,0
frame98.jpg,0,0
frame99.jpg,0,1
frame100.jpg,0,1
frame101.jpg,1,1
frame102.jpg,1,1
frame103.jpg,1,1
frame104.jpg,0,1
frame105.jpg,0,1
frame106.jpg,0,1
frame107.jpg,1,1
frame108.jpg,0,0
frame109.jpg,1,0
frame110.jpg,1,0
frame111.jpg,1,0
frame112.jpg,1,0
frame113.jpg,0,1
frame114.jpg,0,1
frame115.jpg,0,0
frame116.jpg,1,0
frame117.jpg,1,0
frame118.jpg,1,0
frame119.jpg,1,0
frame120.jpg,1,0
frame121.jpg,1,0
frame122.jpg,1,0
frame123.jpg,1,0
frame124.jpg,1,0
frame125.jpg,1,0
frame126.jpg,1,0
frame127.jpg,0,0
frame128.jpg,1,0
frame129.jpg,1,0
frame130.jpg,1,0
frame131.jpg,0,0
frame132.jpg,0,0
frame133.jpg,0,0
frame134.jpg,0,1
frame135.jpg,0,1
frame136.jpg,0,1
frame137.jpg,1,0
frame138.jpg,1,0
frame139.jpg,0,0
frame140.jpg,0,0
frame141.jpg,1,0
frame142.jpg,1,0
frame143.jpg,1,0
frame144.jpg,1,0
frame145.jpg,1,0
frame146.jpg,1,0
frame147.jpg,0,0
frame148.jpg,0,0
frame149.jpg,0,0
frame150.jpg,0,0
frame151.jpg,1,0
frame152.jpg,1,0
frame153.jpg,1,0
frame154.jpg,1,0
frame155.jpg,1,0
frame156.jpg,1,0
frame157.jpg,0,1
frame158.jpg,1,0
frame159.jpg,1,0
frame160.jpg,1,0
frame161.jpg,1,0
frame162.jpg,1,0
frame163.jpg,1,0
frame164.jpg,1,0
frame165.jpg,1,0
frame166.jpg,1,0
frame167.jpg,1,0
frame168.jpg,0,0
frame169.jpg,1,0
frame170.jpg,1,0
frame171.jpg,1,0
frame172.jpg,0,0
frame173.jpg,0,0
frame174.jpg,1,0
frame175.jpg,1,0
frame176.jpg,1,0
frame177.jpg,1,0
frame178.jpg,1,0
frame179.jpg,1,1
frame180.jpg,1,1
frame181.jpg,1,1
frame182.jpg,0,0
frame183.jpg,0,0
frame184.jpg,0,0
frame185.jpg,1,1
frame186.jpg,1,1
frame187.jpg,1,0
frame188.jpg,0,0
frame189.jpg,0,0
frame190.jpg,0,0
frame191.jpg,0,0
frame192.jpg,0,0
frame193.jpg,0,0
frame194.jpg,1,0
frame195.jpg,1,1
frame196.jpg,1,1
frame197.jpg,1,1
frame198.jpg,1,1
frame199.jpg,1,1
frame200.jpg,1,1
frame201.jpg,1,1
frame202.jpg,1,1
frame203.jpg,1,1
frame204.jpg,1,1
frame205.jpg,0,0
frame206.jpg,0,0
frame207.jpg,1,0
frame208.jpg,1,0
frame209.jpg,1,0
frame210.jpg,1,0
frame211.jpg,1,0
frame212.jpg,0,0
frame213.jpg,0,0
frame214.jpg,0,0
frame215.jpg,0,1
frame216.jpg,0,1
frame217.jpg,0,1
frame218.jpg,0,0
frame219.jpg,0,0
frame220.jpg,0,0
frame221.jpg,0,0
frame222.jpg,0,1
frame223.jpg,0,1
frame224.jpg,0,1
frame225.jpg,0,0
frame226.jpg,0,0
frame227.jpg,1,0
frame228.jpg,1,0
frame229.jpg,1,0
frame230.jpg,1,0
frame231.jpg,1,0
frame232.jpg,1,0
frame233.jpg,1,0
frame234.jpg,1,0
frame235.jpg,1,0
frame236.jpg,0,0
frame237.jpg,1,0
frame238.jpg,1,0
frame239.jpg,0,0
frame240.jpg,0,0
frame241.jpg,1,0
frame242.jpg,1,0
frame243.jpg,1,0
frame244.jpg,1,0
frame245.jpg,1,0
frame246.jpg,1,0
frame247.jpg,1,0
frame248.jpg,0,0
frame249.jpg,0,0
frame250.jpg,0,0
frame251.jpg,0,0
frame252.jpg,0,0
frame253.jpg,0,0
frame254.jpg,0,0
frame255.jpg,0,0
frame256.jpg,0,0
frame257.jpg,0,0
frame258.jpg,0,0
frame259.jpg,0,0
frame260.jpg,0,0
frame261.jpg,0,0
frame262.jpg,0,0
frame263.jpg,0,0
frame264.jpg,0,0
frame265.jpg,0,0
frame266.jpg,0,0
frame267.jpg,0,0
frame268.jpg,0,0
frame269.jpg,1,1
frame270.jpg,1,1
frame271.jpg,1,1
frame272.jpg,0,0
frame273.jpg,0,0
frame274.jpg,0,0
frame275.jpg,0,0
frame276.jpg,0,0
frame277.jpg,1,0
frame278.jpg,1,0
frame279.jpg,1,0
frame280.jpg,1,0
frame281.jpg,1,0
frame282.jpg,1,0
frame283.jpg,1,0
frame284.jpg,1,0
frame285.jpg,1,0
frame286.jpg,1,0
frame287.jpg,0,0
frame288.jpg,0,0
frame289.jpg,1,1
frame290.jpg,1,1
frame291.jpg,1,1
frame292.jpg,1,1
frame293.jpg,0,0
frame294.jpg,1,1
frame295.jpg,0,0
frame296.jpg,0,0
frame297.jpg,0,0
frame298.jpg,0,0
frame299.jpg,0,0
frame300.jpg,1,1
frame301.jpg,1,1
frame302.jpg,1,0
frame303.jpg,1,0
frame304.jpg,0,1
frame305.jpg,0,1
frame306.jpg,0,1
frame307.jpg,0,1
frame308.jpg,1,1
frame309.jpg,1,0
frame310.jpg,0,0
frame311.jpg,0,1
frame312.jpg,0,1
frame313.jpg,0,1
frame314.jpg,0,1
frame315.jpg,0,1
frame316.jpg,0,1
frame317.jpg,0,1
frame318.jpg,0,1
frame319.jpg,0,1
frame320.jpg,0,1
frame321.jpg,1,0
frame322.jpg,1,0
frame323.jpg,1,0
frame324.jpg,0,1
frame325.jpg,1,1
frame326.jpg,1,1
frame327.jpg,0,1
frame328.jpg,0,1
frame329.jpg,0,1
frame330.jpg,0,1
frame331.jpg,0,1
frame332.jpg,0,1
frame333.jpg,0,1
frame334.jpg,0,1
frame335.jpg,0,1
frame336.jpg,0,1
frame337.jpg,0,1
frame338.jpg,0,1
frame339.jpg,0,1
frame340.jpg,0,1
frame341.jpg,0,1
frame342.jpg,0,0
frame343.jpg,0,1
frame344.jpg,0,1
frame345.jpg,1,0
frame346.jpg,1,0
frame347.jpg,1,1
frame348.jpg,1,1
frame349.jpg,1,1
frame350.jpg,1,1
frame351.jpg,1,1
frame352.jpg,1,1
frame353.jpg,1,1
frame354.jpg,1,1
frame355.jpg,1,1
frame356.jpg,1,1
frame357.jpg,1,1
frame358.jpg,1,1
frame359.jpg,1,1
frame360.jpg,0,1
frame361.jpg,0,0
frame362.jpg,0,0
frame363.jpg,0,0
frame364.jpg,1,0
frame365.jpg,1,0
frame366.jpg,1,0
frame367.jpg,1,0
frame368.jpg,1,0
frame369.jpg,1,0
frame370.jpg,0,0
frame371.jpg,0,0
frame372.jpg,0,0
frame373.jpg,0,0
frame374.jpg,0,0
frame375.jpg,0,0
frame376.jpg,0,0
frame377.jpg,0,0
frame378.jpg,0,0
frame379.jpg,0,0
frame380.jpg,0,0
frame381.jpg,0,0
frame382.jpg,0,0
frame383.jpg,0,0
frame384.jpg,1,0
frame385.jpg,1,0
